財務

コード,年度,総資産,純資産,株主資本,利益剰余金,短期借入金,長期借入金,BPS,自己資本比率
7003,2025/03,449212000000,174154000000,111543000000,104494000000,47854000000,43829000000,1682.97,37.8
7004,2025/03,609666000000,197895000000,170780000000,118870000000,36396000000,70132000000,1125.9,31.1
7011,2025/03,6658924000000,2469823000000,2346702000000,1588643000000,-,-,698.91,35.2
7012,2025/03,3016951000000,725064000000,702915000000,483530000000,-,-,4205.63,23.3
7013,2025/03,2240392000000,508660000000,481726000000,280100000000,126125000000,263271000000,3182.56,21.5
7014,2025/03,209037000000,105142000000,84376000000,49099000000,4873000000,12853000000,1505.3,50
7018,2025/03,42486000000,10857000000,9016000000,9161000000,800000000,2625000000,6406.11,25.6
7021,2025/03,16137000000,11232000000,10077532000,8453600000,1202200000,60000000,5717.08,69.6
7022,2025/03,27675000000,10171000000,7561000000,4992000000,2450000000,3713000000,304.09,36.6
7030,2024/09,20448000000,9562000000,9516000000,7013000000,717000000,429000000,545.67,46.6
7031,2025/03,2843000000,1983000000,1634223000,635496000,400000000,108000000,681.02,57.5
7033,2024/12,7817525000,5612829000,5464644000,5121777000,400000000,76635000,337.73,70.4
7034,2024/10,13114833000,11323189000,6306189000,3027162000,-,777000000,578.29,48.1
7035,2024/08,2627362000,1209605000,1209605000,-392100000,150000000,225000000,107.41,46
7036,2024/12,2705762000,1406346000,1414553000,1031460000,-,-,364.08,52
7037,2024/12,9742000000,1735000000,1735000000,832000000,1947000000,2772000000,379.77,17.8
7038,2024/12,14165057000,10749422000,2547391000,1424029000,-,1148303000,225.09,18.6
7039,2024/12,5987369000,4396587000,4379799000,3693050000,50000000,282971000,1216.1,73
7040,2025/03,36157000000,6604000000,6571546000,6395329000,-,-,1078.34,18.3
7041,2024/09,13253387000,2765882000,2759023000,1631808000,6565800000,1215037000,498.68,20.8
7042,2024/03,2378000000,853697000,852835000,-145038000,530000000,76160000,298.72,35.9
7043,2024/12,1901736000,1184843000,1122764000,423822000,200000000,166530000,466,62.3
7044,2024/12,4255616000,494686000,450098000,-1105675000,1140653000,119236000,62.64,10.4
7046,2025/03,2731000000,2209000000,2208265000,1081155000,-,-,1058.7,80.8
7047,2025/03,22729000000,8506000000,8511000000,5512000000,1850000000,5278000000,638.55,37.4
7048,2024/12,8584721000,2888515000,2337593000,-3037267000,-,-,68.2,29.1
7049,2025/02,4895000000,3437000000,2458599000,651279000,-,106269000,292.55,50.2
7050,2024/04,11623195000,8248061000,8179824000,8034241000,80000000,200022000,1844.24,70.6
7057,2025/03,5781000000,2324000000,2061171000,1717480000,-,52089000,690.15,35.6
7058,2025/03,6352000000,4532000000,4528981000,3683778000,-,345464000,3131.84,71.3
7059,2025/03,13057000000,8399000000,8247025000,7695140000,-,-,433.33,63.2
7060,2025/03,7374000000,2871000000,2677382000,502712000,40610000,1687298000,267.71,37.5
7061,2024/12,18310551000,3446624000,3440736000,2222075000,1102300000,3118584000,416.27,18.8
7062,2025/03,8700000000,1548000000,1528322000,906624000,834000000,681919000,635.92,17.5
7063,2024/06,375940000,-1446953000,-1480612000,-3307718000,721994000,417595000,-226.28,-392.6
7064,2025/01,2354000000,1314000000,1314198000,753688000,-,397785000,966.01,55.8
7065,2024/08,21470036000,9025491000,8911510000,8425121000,-,7189736000,1164.88,41.6
7066,2024/09,4513922000,2873149000,2871939000,1981621000,-,767168000,299.81,63.6
7067,2025/03,2081000000,1191000000,1175046000,932323000,-,160004000,762.5,56.9
7068,2024/05,7559000000,2889000000,2795000000,1705000000,66000000,1000000000,108.35,36.9
7069,2024/09,2782507000,352470000,197409000,-739092000,850000000,216000000,50.18,7.3
7071,2024/09,71799000000,33212000000,33212000000,21918000000,3333000000,16896000000,339.39,46.3
7072,2024/09,2122100000,1604302000,1571234000,637847000,-,100000000,474.49,74
7073,2025/01,2830000000,963000000,981842000,447740000,64000000,738048000,1053.15,34.4
7074,2024/11,1026747000,147811000,147811000,-435661000,-,-,19.38,14.4
7075,2025/03,5056000000,1623000000,1623408000,1062927000,300000000,899587000,217.08,32.1
7076,2024/09,2412277000,1915201000,1911091000,1324682000,-,-,608.29,79.4
7077,2025/02,1834000000,1661000000,1661011000,1675655000,-,-,919.29,90.5
7078,2025/03,3762000000,2121000000,1710886000,-1162015000,183000000,434130000,169.02,45.2
7079,2025/03,5585000000,4296000000,4296023000,3736641000,-,-,1786.4,76.9
7080,2024/12,2707672000,1763601000,1763601000,1686971000,-,67398000,241.89,65.1
7081,2024/12,18305796000,11064199000,10955281000,8981117000,1000000000,-,996.2,60.1
7082,2024/12,1720187000,1340563000,1340053000,1081529000,-,15000000,270.58,77.9
7083,2024/11,5798284000,1204964000,1204964000,353265000,-,3322181000,579.69,20.8
7084,2025/03,15222000000,6497000000,6496851000,5384582000,2600000000,1067113000,1994.75,42.7
7085,2024/08,41374000000,19409000000,13158000000,12726000000,-,5375000000,210.83,46.9
7086,2024/05,33788000000,6013824000,6013000000,3231971000,1306581000,4505840000,870.56,17.8
7087,2025/03,18123000000,8076000000,8064000000,7201000000,275000000,799000000,1271.41,44.6
7088,2025/03,18778000000,13164000000,12913000000,13067000000,-,-,245.67,68.8
7089,2025/03,3666000000,2479000000,2164414000,2051501000,-,399000000,651.82,59
7090,2025/03,3142000000,319000000,319397000,-687951000,905764000,752155000,214.35,10.2
7091,2025/03,12115000000,2052000000,2021476000,818266000,130554000,5142189000,454.05,16.7
7092,2025/03,21918000000,13906000000,13920000000,9613000000,-,698000000,742.13,63.4
7093,2024/12,1340372000,352058000,340817000,-87136000,137500000,154308000,197.47,25.8
7094,2025/03,14831000000,5715000000,4760000000,3072000000,-,-,487.49,32.1
7095,2024/04,20228000000,10031000000,10079000000,5507000000,1088000000,1513000000,171.66,49.2
7096,2025/03,7500000000,2627000000,2648500000,1448019000,-,437589000,258.35,35
7097,2024/07,13638000000,5288000000,5267000000,4118000000,1053000000,2763000000,1221.19,38.6
7102,2025/03,131164000000,64648000000,55742000000,44302000000,-,31332000000,4480.17,49.3
7105,2025/03,512144000000,124309000000,89408000000,49796000000,37779000000,107553000000,1160.02,24.2
7110,2024/07,5596789000,4726844000,4726844000,3451170000,-,103343000,641.33,84.5
7111,2025/03,13671000000,4944000000,4926000000,1439000000,-,-,44.95,36
7112,2024/12,4791766000,3982585000,3982585000,1604683000,-,-,654.22,83.1
7114,2025/03,3217000000,2292000000,2291121000,134519000,-,153950000,505.21,71.2
7115,2024/12,18381000000,6071618000,6071618000,4707983000,-,3372000,626.43,33
7116,2024/03,3985990000,2684669000,2684669000,2584746000,110000000,483445000,991.78,67.4
7118,2025/03,2181000000,726000000,726499000,635929000,100000000,457944000,533.37,33.3
7119,2025/03,20893000000,8195000000,8195000000,3797000000,1900000000,-,745.03,39.2
7120,2025/03,6369000000,1750000000,1750825000,2014542000,-,-,1116.62,27.5
7122,2025/03,58835000000,33611000000,28146000000,19876000000,3900000000,-,4884.92,57.1
7126,2024/07,7512354000,2455593000,2455313000,2355241000,1850000000,891054000,741.09,32.7
7127,2025/03,5709000000,897000000,841465000,-410696000,-,2467666000,121.2,15.1
7128,2024/12,120821000000,73373000000,69937000000,40052000000,466000000,404000000,3008.78,59.9
7129,2025/03,13277000000,3794000000,3794414000,2672852000,1200000000,1275943000,1357.53,28.6
7130,2025/03,399360000000,91654000000,82063000000,71258000000,22534000000,74544000000,3215.76,22.3
7131,2024/10,4113961000,1912491000,1858402000,1846159000,-,-,1434.53,46.1
7133,2025/03,7051000000,2371000000,2371782000,2121358000,-,2028598000,332.64,33.6
7134,2025/03,6585000000,4604000000,4612054000,3196342000,250000000,-,582.37,69.9
7135,2024/06,11289720000,2966796000,2908274000,1483325000,2230000000,564651000,97.33,26.3
7138,2025/03,1473000000,805000000,800692000,-226526000,-,162683000,511.28,54.6
7140,2025/03,3310000000,1226000000,1226150000,392279000,761691000,279992000,671.86,37
7148,2024/09,230619000000,53329000000,53047000000,49151000000,89145000000,44021000000,629.35,23.1
7150,2025/03,568783000000,14944000000,24161000000,8680000000,-,-,1814.85,2.6
7157,2025/03,116178000000,92120000000,92109000000,39475000000,-,-,1146.8,79.3
7161,2025/03,2476647000000,82670000000,105829000000,-1687000000,-,-,3082.7,3.3
7162,2025/03,14961000000,5042000000,5041737000,487698000,908650000,2178812000,406.62,33.7
7163,2025/03,11236958000000,169921000000,192471000000,147843000000,-,-,1126.95,1.5
7164,2025/03,492398000000,238678000000,237613000000,233963000000,-,30000000000,1767.97,48.5
7167,2025/03,21408384000000,966012000000,895949000000,699665000000,-,-,981.17,4.5
7172,2024/12,244906000000,67695000000,63087000000,30841000000,125644000000,4860000000,1105.19,27.3
7173,2025/03,7094566000000,371316000000,376440000000,199225000000,-,-,12283.17,5.2
7175,2025/03,19710000000,12092000000,11418283000,10433193000,-,-,2363.43,61.4
7177,2024/12,1394818000000,48442000000,45494000000,44940000000,134182000000,50465000000,407.8,3.4
7180,2025/03,13277647000000,704002000000,684225000000,461424000000,-,-,1626.6,5.3
7181,2025/03,59555692000000,3241426000000,1707640000000,803497000000,-,-,8467.97,5.4
7182,2025/03,233601531000000,9090989000000,9778088000000,2784473000000,-,-,2511.18,3.8
7183,2025/03,12857000000,2361000000,2357519000,1401624000,600000000,-,135.72,18.3
7184,2025/03,1594249000000,152519000000,117066000000,97493000000,-,-,2392.48,9.6
7185,2025/03,117622000000,19766000000,19538056000,19383435000,7400000000,-,3223.75,16.8
7186,2025/03,24793138000000,1292594000000,1192284000000,839132000000,-,-,1128.09,5.1
7187,2025/03,15641000000,5916000000,5916666000,5033745000,1103000000,1110439000,329.94,37.8
7189,2025/03,13582451000000,558130000000,524256000000,365262000000,-,-,3931.29,4
7191,2025/03,11261000000,6970000000,6931728000,5046232000,-,-,310.88,61.8
7192,2025/03,22097000000,8777000000,8775834000,7157785000,6936470000,408384000,596.95,39.7
7196,2025/01,15774000000,7517000000,7489451000,5756791000,-,149524000,741.43,47.6
7198,2025/03,205679000000,42151000000,42003000000,21497000000,-,-,947.02,20.4
7199,2025/03,184988000000,18948000000,18923000000,17949000000,-,-,497.57,10.2
7201,2025/03,19024060000000,5445348000000,4758761000000,3415475000000,876104000000,2661356000000,1419.78,26.1
7202,2025/03,3288944000000,1606413000000,1146498000000,1065757000000,180491000000,301886000000,2026.43,43.9
7203,2025/03,93601350000000,36878913000000,35924826000000,35841218000000,-,-,2753.09,38.4
7205,2025/03,1478180000000,251020000000,99571000000,-39243000000,365543000000,18351000000,310.89,12.1
7208,2025/03,16101000000,11671000000,9804272000,8757621000,429485000,252835000,2243.99,71.3
7211,2025/03,2245920000000,973565000000,914388000000,500609000000,22651000000,130460000000,698.27,41.6
7212,2025/03,177555000000,64246000000,35127000000,21989000000,32481000000,24139000000,2774.26,29
7213,2025/03,20403000000,10100000000,10179788000,6939698000,586320000,388586000,656.86,49.5
7214,2025/03,88548000000,33980000000,20144102000,18200869000,24579616000,3169971000,4354.07,26.1
7215,2025/03,67564000000,21435000000,13976000000,11348000000,9600000000,8492000000,2000.77,27.8
7217,2025/03,8049000000,6201000000,5556744000,5127765000,-,289063000,1241.88,77
7218,2025/03,43717000000,31055000000,18430806000,17705519000,3090000000,332392000,2483.22,55
7219,2024/08,13340581000,10318315000,10016603000,8495851000,348046000,410824000,7292.61,77.3
7220,2025/03,285126000000,123969000000,98826000000,93157000000,35940000000,49996000000,1751.52,40.2
7222,2025/03,269913000000,176561000000,169344000000,153121000000,-,-,1303.49,65.4
7224,2025/03,266443000000,113066000000,104657000000,79414000000,6198000000,44000000000,1695.03,42
7226,2025/03,187748000000,117271000000,109511000000,87481000000,19113000000,7625000000,3021.96,61.8
7227,2024/11,40737638000,12984302000,10930869000,9130381000,1600000000,8006766000,2272.85,31.9
7228,2024/12,10931000000,8632000000,8522388000,8181527000,600000000,252474000,3592.87,78
7229,2025/03,168408000000,111550000000,102159000000,89061000000,-,-,6894.23,60.7
7231,2025/03,281751000000,136713000000,109379000000,73984000000,26280000000,11891000000,6133.83,48
7235,2025/03,32918000000,23950000000,17958132000,16576348000,-,-,2327.87,66.7
7236,2025/03,97486000000,48744000000,40059000000,25512000000,6040000000,12590000000,7689.06,49.9
7238,2025/03,128326000000,55945000000,38571000000,17872000000,2862000000,32000000000,182.39,38.6
7239,2025/03,171957000000,98185000000,76767000000,61185000000,7102000000,-,2808.23,56
7240,2025/03,898667000000,623421000000,431846000000,398858000000,44067000000,17623000000,3548.89,64.4
7241,2025/03,313913000000,123165000000,87771000000,61790000000,6891000000,27500000000,1314.34,37.5
7242,2025/03,463112000000,235023000000,225537000000,136935000000,61856000000,37112000000,4708.16,48.7
7244,2024/12,130089000000,70951000000,66323000000,54853000000,13000000,-,728.28,53.9
7245,2025/03,196656000000,82095000000,59565000000,38319000000,28194000000,30715000000,1543.06,37
7246,2025/03,197764000000,127481000000,84338000000,74546000000,8102000000,1664000000,1148.34,57.6
7247,2025/03,109950000000,38837000000,20922000000,16900000000,18622000000,15291000000,1126.23,34.5
7250,2025/03,291424000000,167747000000,127430000000,116876000000,6005000000,45114000000,2911.92,57.2
7254,2025/03,44892000000,26643000000,21659069000,16679231000,271828000,250000000,1278.82,59.3
7255,2025/03,7371000000,4860000000,4899716000,4984089000,800000000,572166000,1427.97,65.9
7256,2024/03,142045000000,22436000000,9051000000,-1887000000,66510000000,3654000000,319.33,8.7
7259,2025/03,4284600000000,2233265000000,1977263000000,1491859000000,90694000000,539167000000,2609.69,46.1
7261,2025/03,4090081000000,1810029000000,1497074000000,951634000000,32300000000,417720000000,2843.31,43.8
7264,2025/03,30492000000,22069000000,19897315000,18293477000,1110000000,851537000,3652.7,72.4
7265,2024/10,7429630000,5803560000,5723226000,5216380000,460000000,-,5695.27,78.1
7266,2025/03,78331000000,53041000000,42560000000,29435000000,700000000,573000000,2420.46,67.3
7267,2025/03,30775867000000,12627822000000,12326529000000,11122187000000,-,-,2835.96,40.1
7268,2024/03,8914060000,3866518000,2499924000,1164937000,2790365000,-,486.06,32.7
7269,2025/03,5993657000000,3688070000000,2970660000000,2619684000000,297834000000,427465000000,1539.78,49.6
7270,2025/03,5088246000000,2715708000000,2714517000000,2106478000000,-,-,3713.26,53.3
7271,2025/03,37142000000,11388000000,8950000000,6210000000,6900000000,7371000000,1104.89,30.7
7272,2024/12,2783501000000,1226586000000,1161569000000,979188000000,680330000000,271643000000,1188.23,41.7
7273,2025/03,16254000000,7070000000,6429213000,3414018000,1000000000,1590000000,398.62,42.4
7276,2025/03,889952000000,679865000000,531285000000,553720000000,5728000000,-,2210.09,70.5
7277,2025/03,53125000000,29112000000,21738000000,17266000000,6535000000,1336000000,991.47,53.2
7278,2025/03,303912000000,194268000000,180478000000,194155000000,4749000000,51543000000,4927,59.4
7279,2024/10,270260000000,184587000000,129773000000,117467000000,9404000000,1423000000,4503.79,62.5
7280,2025/03,333534000000,110886000000,74762000000,56237000000,98668000000,51882000000,2138.22,28.7
7282,2025/03,913039000000,588404000000,542625000000,412829000000,19067000000,90458000000,4264.67,59.4
7283,2025/03,300982000000,140338000000,114830000000,92269000000,1676000000,51528000000,2173,45.1
7284,2025/03,24975832000,12003681000,9387714000,4847490000,4772520000,845645000,3430.57,48.1
7287,2025/03,332095000000,220230000000,216694000000,154320000000,18440000000,13838000000,3777.7,65.3
7291,2025/03,83707000000,34538000000,26765000000,18579000000,16448000000,5299000000,1824.28,41.3
7292,2025/03,115526000000,92261000000,77026000000,72032000000,-,-,7681.47,77
7294,2025/03,136601000000,61204000000,44036000000,29729000000,11842000000,17390000000,2140.4,38.1
7296,2025/03,246208000000,185444000000,184221000000,156211000000,3000000000,-,3804.36,74.8
7297,2025/03,20332000000,14837000000,12377000000,9082000000,-,-,2103.2,73
7298,2023/03,142297000000,84937000000,69759000000,52882000000,7138000000,1000000000,2912.28,49
7299,2025/03,37038000000,30972000000,29259318000,23597166000,1625221000,247919000,2984.43,82.2
7305,2025/03,52060000000,31578000000,26463000000,22918000000,3720000000,1630000000,6526.56,59.8
7309,2024/12,958953000000,883613000000,715438000000,675370000000,-,-,9907.22,92
7313,2025/03,432366000000,325686000000,306302000000,268654000000,-,-,2568.47,70.8
7314,2024/12,9851506000,4139342000,4058970000,3380149000,3680000000,19000000,1305.74,42
7315,2023/03,141520000000,88049000000,76975000000,49931000000,7360000000,1590000000,1702.56,56.4
7317,2025/03,10907000000,6932000000,6063938000,5502343000,750000000,1450000000,324.88,63.6
7318,2025/03,32241000000,8132000000,6862214000,3799638000,2700000000,9312869000,1769.06,24.8
7320,2024/06,24593712000,3005264000,2818263000,2594544000,-,2379171000,598.14,12.2
7322,2025/03,4510814000000,206011000000,205971000000,147698000000,-,-,7914.26,4.5
7325,2024/06,5185851000,3677765000,3632317000,1344599000,-,16000000,442.57,70
